Sequência;Data oficial;Ofício (antigo);Título;Tipo;Órgão;Ofícios;Cidade;Situação;Criador
1851;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Guaraci - PR;Em andamento;Karen Laurenti da Costa
1849;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Querência do Norte - PR;Em andamento;Karen Laurenti da Costa
1848;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Terra Rica - PR;Em andamento;Karen Laurenti da Costa
1847;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Ponta Grossa - PR;Em andamento;Karen Laurenti da Costa
1846;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Nova Olímpia - PR;Em andamento;Karen Laurenti da Costa
1845;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Pinhão - PR;Em andamento;Karen Laurenti da Costa
1844;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Umuarama - PR;Em andamento;Karen Laurenti da Costa
1843;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Sarandi - PR;Em andamento;Karen Laurenti da Costa
1842;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Santo Antônio do Sudoeste - PR;Em andamento;Karen Laurenti da Costa
1841;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Japira - PR;Em andamento;Karen Laurenti da Costa
1840;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Campo Mourão - PR;Em andamento;Karen Laurenti da Costa
1839;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Campina Grande do Sul - PR;Em andamento;Karen Laurenti da Costa
1838;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Mallet - PR;Em andamento;Karen Laurenti da Costa
1837;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Fernandes Pinheiro - PR;Em andamento;Karen Laurenti da Costa
1836;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Sengés - PR;Em andamento;Karen Laurenti da Costa
1835;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Londrina - PR;Em andamento;Karen Laurenti da Costa
1834;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Agudos do Sul - PR;Em andamento;Karen Laurenti da Costa
1833;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Sabáudia - PR;Em andamento;Karen Laurenti da Costa
1832;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Nova Laranjeiras - PR;Em andamento;Karen Laurenti da Costa
1831;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Cruzeiro do Oeste - PR;Em andamento;Karen Laurenti da Costa
1830;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Maria Helena - PR;Em andamento;Karen Laurenti da Costa
1829;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Ibiporã - PR;Em andamento;Karen Laurenti da Costa
1828;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Atalaia - PR;Em andamento;Karen Laurenti da Costa
1827;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Santa Cecília do Pavão - PR;Em andamento;Karen Laurenti da Costa
1826;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Foz do Iguaçu - PR;Em andamento;Karen Laurenti da Costa
1825;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Roncador - PR;Em andamento;Karen Laurenti da Costa
1824;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Lobato - PR;Em andamento;Karen Laurenti da Costa
1823;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Curiúva - PR;Em andamento;Karen Laurenti da Costa
1822;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Ampére - PR;Em andamento;Karen Laurenti da Costa
1821;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Salto do Lontra - PR;Em andamento;Karen Laurenti da Costa
1820;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Imbaú - PR;Em andamento;Karen Laurenti da Costa
1819;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Alto Paraíso - PR;Em andamento;Karen Laurenti da Costa
1818;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Irati - PR;Em andamento;Karen Laurenti da Costa
1817;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Engenheiro Beltrão - PR;Em andamento;Karen Laurenti da Costa
1815;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Cafelândia - PR;Em andamento;Karen Laurenti da Costa
1814;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Itaúna do Sul - PR;Em andamento;Karen Laurenti da Costa
1813;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Tibagi - PR;Em andamento;Karen Laurenti da Costa
1812;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Campo do Tenente - PR;Em andamento;Karen Laurenti da Costa
1811;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Ibaiti - PR;Em andamento;Karen Laurenti da Costa
1810;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;São Jorge do Ivaí - PR;Em andamento;Karen Laurenti da Costa
1809;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cornélio Procópio - PR;Em andamento;Maria Fatima
1808;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Coronel Domingos Soares - PR;Em andamento;Maria Fatima
1807;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Coronel Vivida - PR;Em andamento;Maria Fatima
1806;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cruz Machado - PR;Em andamento;Maria Fatima
1805;01/11/2023;;Salas Sensoriais (01 Apae ????????);1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1804;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Doutor Camargo - PR;Em andamento;Maria Fatima
1803;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Cianorte - PR;Em andamento;Karen Laurenti da Costa
1801;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Goioerê - PR;Em andamento;Karen Laurenti da Costa
1800;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Palotina - PR;Em andamento;Karen Laurenti da Costa
1799;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Centenário do Sul - PR;Em andamento;Maria Fatima
1798;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Chopinzinho - PR;Em andamento;Maria Fatima
1797;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Realeza - PR;Em andamento;Karen Laurenti da Costa
1796;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cianorte - PR;Em andamento;Maria Fatima
1795;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cidade Gaúcha - PR;Em andamento;Maria Fatima
1794;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Clevelândia - PR;Em andamento;Maria Fatima
1793;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Corbélia - PR;Em andamento;Maria Fatima
1791;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Arapoti - PR;Em andamento;Karen Laurenti da Costa
1790;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Capitão Leônidas Marques - PR;Em andamento;Maria Fatima
1789;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Carlópolis - PR;Em andamento;Maria Fatima
1788;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cascavel - PR;Em andamento;Maria Fatima
1787;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cantagalo - PR;Em andamento;Maria Fatima
1784;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cândido de Abreu - PR;Em andamento;Maria Fatima
1783;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Campo Mourão - PR;Em andamento;Maria Fatima
1782;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Siqueira Campos - PR;Em andamento;Karen Laurenti da Costa
1781;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Loanda - PR;Em andamento;Karen Laurenti da Costa
1780;01/11/2023;;Salas Sensoriais;Infraestrutura e Logística;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Campo Bonito - PR;Em andamento;Maria Fatima
1779;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Campo do Tenente - PR;Em andamento;Maria Fatima
1778;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Campina Grande do Sul - PR;Em andamento;Maria Fatima
1777;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cambira - PR;Em andamento;Maria Fatima
1776;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cambé - PR;Em andamento;Maria Fatima
1775;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cambará - PR;Em andamento;Maria Fatima
1773;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cafelândia - PR;Em andamento;Maria Fatima
1772;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Cafeara - PR;Em andamento;Maria Fatima
1770;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Bom Sucesso do Sul - PR;Em andamento;Maria Fatima
1769;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Bom Jesus do Sul - PR;Em andamento;Maria Fatima
1768;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Boa Vista da Aparecida - PR;Em andamento;Maria Fatima
1767;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Boa Ventura de São Roque - PR;Em andamento;Maria Fatima
1764;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Bela Vista do Paraíso - PR;Em andamento;Maria Fatima
1763;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Barra do Jacaré - PR;Em andamento;Maria Fatima
1762;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Barbosa Ferraz - PR;Em andamento;Maria Fatima
1761;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Atalaia - PR;Em andamento;Maria Fatima
1760;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Astorga - PR;Em andamento;Maria Fatima
1759;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Assaí - PR;Em andamento;Maria Fatima
1758;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Araruna - PR;Em andamento;Maria Fatima
1757;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Arapoti - PR;Em andamento;Maria Fatima
1756;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Arapongas - PR;Em andamento;Maria Fatima
1755;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Apucarana - PR;Em andamento;Maria Fatima
1753;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Antônio Olinto - PR;Em andamento;Maria Fatima
1751;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Maringá - PR;Em andamento;Maria Fatima
1748;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Anahy - PR;Em andamento;Maria Fatima
1747;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Alvorada do Sul - PR;Em andamento;Maria Fatima
1746;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Alto Piquiri - PR;Em andamento;Maria Fatima
1745;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Alto Paraíso - PR;Em andamento;Maria Fatima
1744;01/11/2023;;Salas Sensoriais;Educação e Cultura;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Agudos do Sul - PR;Em andamento;Maria Fatima
1743;01/11/2023;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Abatiá - PR;Em andamento;Maria Fatima
1742;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1741;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1740;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1739;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1738;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1737;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1736;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1735;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1734;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1733;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1732;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Campo Largo - PR;Em andamento;Maria Fatima
1731;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1730;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1729;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1728;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1727;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1726;03/12/2024;;Salas Sensoriais;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1725;03/12/2024;;Salas Sensoriais;Infraestrutura e Logística;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1724;03/12/2024;;Salas Sensoriais;Infraestrutura e Logística;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1723;03/12/2024;;Salas Sensoriais;Infraestrutura e Logística;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1722;03/12/2024;;Salas Sensoriais;Infraestrutura e Logística;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1721;01/11/2024;;Salas Sensoriais;Infraestrutura e Logística;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Em andamento;Maria Fatima
1720;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Maringá - PR;Em andamento;Karen Laurenti da Costa
1719;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Reserva - PR;Em andamento;Karen Laurenti da Costa
1718;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Nova Esperança - PR;Em andamento;Karen Laurenti da Costa
1717;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Diamante do Norte - PR;Em andamento;Karen Laurenti da Costa
1716;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Marilena - PR;Em andamento;Karen Laurenti da Costa
1715;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Corbélia - PR;Em andamento;Karen Laurenti da Costa
1714;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Rolândia - PR;Em andamento;Karen Laurenti da Costa
1713;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Santo Inácio - PR;Em andamento;Karen Laurenti da Costa
1712;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Mandaguari - PR;Em andamento;Karen Laurenti da Costa
1710;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Rio Azul - PR;Em andamento;Karen Laurenti da Costa
1709;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Nova Londrina - PR;Aguardando atendimento;Karen Laurenti da Costa
1708;17/03/2025;;Implantação Poços Artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Dois Vizinhos - PR;Aguardando atendimento;Karen Laurenti da Costa
1707;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Pérola d`Oeste - PR;Em andamento;Karen Laurenti da Costa
1706;20/03/2024;;Implantação Poços artesianos - Água no Campo;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Salto do Itararé - PR;Priorizar;Karen Laurenti da Costa
1704;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Terra Boa - PR;Em andamento;Karen Laurenti da Costa
1703;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Guairaçá - PR;Aguardando atendimento;Karen Laurenti da Costa
1702;20/03/2024;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;São Sebastião da Amoreira - PR;Aguardando atendimento;Karen Laurenti da Costa
1701;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Inácio Martins - PR;Priorizar;Karen Laurenti da Costa
1700;20/03/2024;;Implantação Poços artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Quedas do Iguaçu - PR;Aguardando atendimento;Karen Laurenti da Costa
1699;16/04/2025;;Implantação Poços artesianos - Água no Campo;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Pinhalão - PR;Priorizar;Karen Laurenti da Costa
1698;17/05/2024;;Implantação de Estufas;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Ibiporã - PR;Em andamento;Maria Fatima
1697;17/05/2024;;Implantação de Estufas;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Francisco Beltrão - PR;Em andamento;Maria Fatima
1696;17/05/2024;;Implantação de Estufas;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Antonina - PR;Em andamento;Maria Fatima
1695;17/05/2024;;Implantação de Estufas;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Ampére - PR;Em andamento;Maria Fatima
1694;17/05/2024;;Implantação de Estufas;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Sabáudia - PR;Em andamento;Maria Fatima
1693;17/05/2024;;Implantação de Estufas;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Tamarana - PR;Em andamento;Maria Fatima
1692;17/05/2024;;Implantação de Estufas;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Santo Antônio do Sudoeste - PR;Em andamento;Maria Fatima
1691;17/05/2024;;Implantação de Estufas;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Rolândia - PR;Em andamento;Maria Fatima
1690;17/05/2024;;Implantação de Estufas;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Joaquim Távora - PR;Em andamento;Maria Fatima
1689;17/05/2024;;Implantação de Estufas;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;São Jorge do Ivaí - PR;Em andamento;Maria Fatima
1688;17/05/2024;;Implantação de Estufas;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Rosário do Ivaí - PR;Em andamento;Maria Fatima
1687;17/05/2024;;Implantação de Estufas;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Centenário do Sul - PR;Em andamento;Maria Fatima
1686;17/05/2024;;Implantação de Estufas;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Lupionópolis - PR;Em andamento;Maria Fatima
1685;17/05/2024;;Implantação de Estufas;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Cidade Gaúcha - PR;Em andamento;Maria Fatima
1684;17/05/2024;;Implantação de Estufas;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Querência do Norte - PR;Em andamento;Maria Fatima
1683;17/05/2024;;Implantação de Estufas;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Cafelândia - PR;Em andamento;Maria Fatima
1682;17/05/2024;;Implantação de Estufas;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Reserva - PR;Em andamento;Maria Fatima
1681;17/05/2024;;Implantação de Estufas;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Saudade do Iguaçu - PR;Em andamento;Maria Fatima
1680;17/05/2024;;Implantação de Estufas;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Planaltina do Paraná - PR;Em andamento;Maria Fatima
