Sequência;Data oficial;Ofício (antigo);Título;Tipo;Órgão;Ofícios;Cidade;Situação;Criador
2284;26/03/2025;;Quadra de Golf 7;1º Setor;;;Rio Negro - PR;Priorizar;Angélica Beatriz Previati
2282;26/03/2025;;Poços artesianos;1º Setor;;;Pérola d`Oeste - PR;Priorizar;Maria Fatima
2280;25/03/2025;;Melhorias;1º Setor;;;Reserva do Iguaçu - PR;Priorizar;Angélica Beatriz Previati
2279;25/03/2025;;Veículo;Infraestrutura e Logística;;;Adrianópolis - PR;Priorizar;Angélica Beatriz Previati
2278;25/03/2025;;Academia ao Ar Livre;Esporte e Lazer;;;Adrianópolis - PR;Priorizar;Angélica Beatriz Previati
2277;25/03/2025;;Reforma APAE;1º Setor;;;São Pedro do Ivaí - PR;Priorizar;Angélica Beatriz Previati
2276;24/03/2025;;Veículo - Caminhonete;Esporte e Lazer;;;Jaboti - PR;Priorizar;"Felipe - "
2275;24/03/2025;;Kit Robótica;Emendas;;;Cambará - PR;Priorizar;"Felipe - "
2273;20/03/2025;;Maquina de Escrever Braille;Educação e Cultura;;;Abatiá - PR;Priorizar;Angélica Beatriz Previati
2272;20/03/2025;;Ônibus;Infraestrutura e Logística;;;Abatiá - PR;Priorizar;Angélica Beatriz Previati
2271;20/03/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Nova Londrina - PR;Arquivada;"Felipe - "
2270;20/03/2025;;Programa Paraná + Viagem;1º Setor;SETU - Secretaria de Estado de Turismo;;Figueira - PR;Atendido entregue;"Felipe - "
2269;28/02/2025;;Implantação Poços Artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Arapongas - PR;Aguardando atendimento;Maria Fatima
2268;24/10/2024;;Veículo Van - Prioridade 34;1º Setor;Secretaria de Estado das Cidades - SECID;;Abatiá - PR;Atendida;Maria Fatima
2267;18/03/2025;;Implantação Poços Artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Abatiá - PR;Arquivada;"Felipe - "
2266;18/03/2025;;Implantação Poços Artesianos - Água no Campo;Saneamento;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Abatiá - PR;Priorizar;"Felipe - "
2265;18/03/2025;;750 medalhas;1º Setor;Secretaria de Estado do Esporte - SEES;;Santo Antônio da Platina - PR;Atendida;"Felipe - "
2264;18/03/2025;;Ar-condicionado;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Ivaiporã - PR;Priorizar;"Felipe - "
2262;27/11/2024;;Escola Mais Equipada;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Abatiá - PR;Atendida;"Felipe - "
2261;17/03/2025;;solicitação de radares de velocidade, PR 444 Km 7, Arapongas;Infraestrutura e Logística;Secretaria de Estado de Infraestrutura e Logística - SEIL;;Arapongas - PR;Atendida parcialmente;Sylvana Zeballos
2260;17/03/2025;;solicitação de radares de velocidade;1º Setor;;;Arapongas - PR;Em andamento;Sylvana Zeballos
2258;28/02/2025;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Jacarezinho - PR;Aguardando atendimento;Maria Fatima
2257;19/03/2025;;Implantação Poços artesianos;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Santo Antônio da Platina - PR;Aguardando atendimento;Maria Fatima
2256;17/03/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Palmas - PR;Atendida;Maria Fatima
2255;17/03/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Prado Ferreira - PR;Atendida;"Felipe - "
2254;17/03/2025;;Veículo Viatura;Emendas - 2025;;;Cambará - PR;Priorizar;"Felipe - "
2253;12/03/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Piraquara - PR;Atendido Marcar Entrega;"Felipe - "
2252;03/12/2024;;Materiais Esportivos;1º Setor;Secretaria de Estado da Inovação, Modernização e Transformação Digital - SEIMT;;Curitiba - PR;Atendido Marcar Entrega;"Felipe - "
2251;12/03/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Curitiba - PR;Atendido Marcar Entrega;"Felipe - "
2249;11/03/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Califórnia - PR;Atendido entregue;Maria Fatima
2248;11/03/2025;;Construção Apae - Nova sede;Infraestrutura e Logística;;;Marialva - PR;Priorizar;Angélica Beatriz Previati
2247;11/03/2025;;veiculo;Infraestrutura e Logística;;;Antonina - PR;Priorizar;Angélica Beatriz Previati
2246;11/03/2025;;veículo - Prioridade 78;1º Setor;Secretaria de Estado das Cidades - SECID;;Tuneiras do Oeste - PR;Atendida;Angélica Beatriz Previati
2245;11/03/2025;;Quadra Esportiva;1º Setor;;;Jesuítas - PR;Priorizar;Angélica Beatriz Previati
2244;11/03/2025;;Micro Ônibus adaptado;1º Setor;;;Juranda - PR;Priorizar;Angélica Beatriz Previati
2243;11/03/2025;;Veiculo - Prioridade 69;1º Setor;Secretaria de Estado das Cidades - SECID;;São Jorge d`Oeste - PR;Atendida;Angélica Beatriz Previati
2242;11/03/2025;;Ar-condicionado;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Tijucas do Sul - PR;Priorizar;Angélica Beatriz Previati
2241;10/03/2025;;Kit Fanfarra;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Palmas - PR;Atendida;Maria Fatima
2240;10/03/2025;;Parque Infantil;Esporte e Lazer;Secretaria de Estado do Esporte - SEES;;Arapongas - PR;Priorizar;Angélica Beatriz Previati
2239;10/03/2025;;Veículo;Infraestrutura e Logística;;;Arapongas - PR;Priorizar;Angélica Beatriz Previati
2238;07/03/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Carlópolis - PR;Atendida;"Felipe - "
2237;07/03/2025;;Veículo Pick up;Emendas;;;Andirá - PR;Priorizar;Maria Fatima
2235;27/02/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Jaboti - PR;Atendido Marcar Entrega;Maria Fatima
2234;27/02/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Joaquim Távora - PR;Atendida;Maria Fatima
2233;28/02/2025;;Veículo Viatura Caminhonete - 02 Motocicletas;1º Setor;;;Cambará - PR;Priorizar;Maria Fatima
2232;28/02/2025;;Implantação Poços Artesianos;Meio Ambiente;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Arapongas - PR;Aguardando atendimento;Maria Fatima
2231;27/02/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Conselheiro Mairinck - PR;Atendida;Maria Fatima
2230;27/02/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Japira - PR;Atendida;Maria Fatima
2229;27/02/2025;;Veículo Micro-ônibus Adaptado;1º Setor;;;Santa Isabel do Ivaí - PR;Priorizar;Maria Fatima
2228;27/02/2025;;Veículo Van;1º Setor;Secretaria de Estado das Cidades - SECID;;Ivatuba - PR;Atendida;Maria Fatima
2227;27/02/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Sabáudia - PR;Atendida;"Felipe - "
2226;27/02/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Arapongas - PR;Atendida;"Felipe - "
2225;27/02/2025;;Escola Mais Bonita 2025;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Ivatuba - PR;Priorizar;Maria Fatima
2223;27/02/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Francisco Beltrão - PR;Atendida;"Felipe - "
2222;27/02/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Chopinzinho - PR;Não atendida;"Felipe - "
2221;27/02/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Saudade do Iguaçu - PR;Atendida;"Felipe - "
2220;27/02/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;São João - PR;Atendida;"Felipe - "
2219;12/02/2025;;CastraPet 2025;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Boa Esperança do Iguaçu - PR;Atendida;Maria Fatima
2217;26/02/2025;;Escola Mais Bonita;1º Setor;;12/2025-Escola Mais Bonita;Cambira - PR;Priorizar;Angélica Beatriz Previati
2215;26/02/2025;;Construção Escola APAE;1º Setor;Secretaria de Estado das Cidades - SECID;;São João do Ivaí - PR;Priorizar;Maria Fatima
2214;25/02/2025;;Escola Mais Bonita;1º Setor;;;Cambira - PR;Priorizar;Angélica Beatriz Previati
2213;21/02/2025;;Escola Mais Bonita;Educação e Cultura;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Alto Paraná - PR;Priorizar;Maria Fatima
2212;21/02/2025;;Escola Mais Bonita;Educação e Cultura;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Alto Paraná - PR;Priorizar;Maria Fatima
2211;25/02/2025;;Onibus adaptado;1º Setor;;10/2025-transporte adaptado;Santa Mônica - PR;Priorizar;Sylvana Zeballos
2210;25/02/2025;;Ampliação Espaço;1º Setor;;;Lidianópolis - PR;Priorizar;Sylvana Zeballos
2209;25/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Toledo - PR;Atendido Marcar Entrega;"Felipe - "
2208;24/02/2025;;Kit Integração Melhor Idade;1º Setor;Secretaria de Estado do Esporte - SEES;;Carlópolis - PR;Priorizar;Maria Fatima
2207;24/02/2025;;Kit Esportivo Multimodalidade;1º Setor;Secretaria de Estado do Esporte - SEES;;Carlópolis - PR;Priorizar;Maria Fatima
2206;24/02/2025;;Projeto Meu Campinho;1º Setor;;;Carlópolis - PR;Priorizar;Maria Fatima
2205;21/02/2025;;Meu Campinho;Esporte e Lazer;Secretaria de Estado das Cidades - SECID;;Carlópolis - PR;Priorizar;Maria Fatima
2204;16/04/2025;;Meu Campinho - Módulo Playground 1;1º Setor;Secretaria de Estado das Cidades - SECID;;Carlópolis - PR;Atendida;Maria Fatima
2203;12/02/2025;;Construção Cobertura Espaço Recreação;Emendas;;;Cambará - PR;Priorizar;Maria Fatima
2202;24/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Carlópolis - PR;Atendido Marcar Entrega;Maria Fatima
2201;21/02/2025;;Mobiliários - Geladeira Fogão;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Santana do Itararé - PR;Priorizar;Maria Fatima
2200;21/02/2025;;Escola Mais Bonita 2025;Educação e Cultura;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Santana do Itararé - PR;Priorizar;Maria Fatima
2198;10/02/2025;;Carreta Agrícola Basculante Hidráulica;Agricultura;Secretaria de Estado da Agricultura - SEAB;;Santana do Itararé - PR;Priorizar;Sylvana Zeballos
2197;11/12/2023;;Calçamento Pedras Sextavadas;Infraestrutura e Logística;Secretaria de Estado de Infraestrutura e Logística - SEIL;;Santana do Itararé - PR;Priorizar;Maria Fatima
2196;20/02/2025;;Veículo Van Transporte de Pacientes - Prioridade 55;1º Setor;Secretaria de Estado das Cidades - SECID;265/2025-Informa prioridade;Santa Mônica - PR;Atendida;Maria Fatima
2194;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Rio Bonito do Iguaçu - PR;Atendido Marcar Entrega;Maria Fatima
2193;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Quedas do Iguaçu - PR;Atendido Marcar Entrega;Maria Fatima
2192;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Laranjeiras do Sul - PR;Atendido Marcar Entrega;Maria Fatima
2191;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Nova Laranjeiras - PR;Atendido Marcar Entrega;Maria Fatima
2190;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Marquinho - PR;Atendido Marcar Entrega;Maria Fatima
2189;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Cantagalo - PR;Atendido Marcar Entrega;Maria Fatima
2188;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Vitorino - PR;Atendido Marcar Entrega;Maria Fatima
2187;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Saudade do Iguaçu - PR;Atendido Marcar Entrega;Maria Fatima
2186;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Sulina - PR;Atendido Marcar Entrega;Maria Fatima
2185;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;São João - PR;Atendido Marcar Entrega;Maria Fatima
2184;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Pato Branco - PR;Atendido Marcar Entrega;Maria Fatima
2183;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Palmas - PR;Atendido Marcar Entrega;Maria Fatima
2182;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Mariópolis - PR;Atendido Marcar Entrega;Maria Fatima
2181;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Mangueirinha - PR;Atendido Marcar Entrega;Maria Fatima
2180;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Itapejara d`Oeste - PR;Atendido Marcar Entrega;Maria Fatima
2179;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Honório Serpa - PR;Atendido Marcar Entrega;Maria Fatima
2178;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Coronel Vivida - PR;Atendido Marcar Entrega;Maria Fatima
2177;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Coronel Domingos Soares - PR;Atendido Marcar Entrega;Maria Fatima
2176;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Clevelândia - PR;Atendido Marcar Entrega;Maria Fatima
2175;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Chopinzinho - PR;Atendido Marcar Entrega;Maria Fatima
2174;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Bom Sucesso do Sul - PR;Atendido Marcar Entrega;Maria Fatima
2173;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Verê - PR;Atendido Marcar Entrega;Maria Fatima
2172;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;São Jorge d`Oeste - PR;Atendido Marcar Entrega;Maria Fatima
2171;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Salto do Lontra - PR;Atendido Marcar Entrega;Maria Fatima
2170;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Nova Prata do Iguaçu - PR;Atendido Marcar Entrega;Maria Fatima
2169;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Nova Esperança do Sudoeste - PR;Atendido Marcar Entrega;Maria Fatima
2168;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Cruzeiro do Iguaçu - PR;Atendido Marcar Entrega;Maria Fatima
2166;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Boa Esperança do Iguaçu - PR;Atendido Marcar Entrega;Maria Fatima
2165;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Turvo - PR;Atendido Marcar Entrega;Maria Fatima
2164;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Pinhão - PR;Atendido Marcar Entrega;Maria Fatima
2163;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Goioxim - PR;Atendido Marcar Entrega;Maria Fatima
2162;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Foz do Jordão - PR;Atendido Marcar Entrega;Maria Fatima
2161;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Candói - PR;Atendido Marcar Entrega;Maria Fatima
2160;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Salgado Filho - PR;Atendido Marcar Entrega;Maria Fatima
2159;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Renascença - PR;Atendido Marcar Entrega;Maria Fatima
2158;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Marmeleiro - PR;Atendido Marcar Entrega;Maria Fatima
2157;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Flor da Serra do Sul - PR;Atendido Marcar Entrega;Maria Fatima
2156;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Enéas Marques - PR;Atendido Marcar Entrega;Maria Fatima
2155;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Bom Jesus do Sul - PR;Atendido Marcar Entrega;Maria Fatima
2154;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Barracão - PR;Atendido Marcar Entrega;Maria Fatima
2153;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Santa Izabel do Oeste - PR;Atendido Marcar Entrega;Maria Fatima
2152;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Realeza - PR;Atendido Marcar Entrega;Maria Fatima
2151;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Pranchita - PR;Atendido Marcar Entrega;Maria Fatima
2150;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Planalto - PR;Atendido Marcar Entrega;Maria Fatima
2149;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Pinhal de São Bento - PR;Atendido Marcar Entrega;Maria Fatima
2148;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Pérola d`Oeste - PR;Atendido Marcar Entrega;Maria Fatima
2147;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Capanema - PR;Atendido Marcar Entrega;Maria Fatima
2146;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Bela Vista da Caroba - PR;Atendido Marcar Entrega;Maria Fatima
2145;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Ampére - PR;Atendido Marcar Entrega;"Felipe - "
2144;18/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Curitiba - PR;Concluida/Entregue;"Felipe - "
2143;19/02/2025;;Kit Esportivo Multimodalidade;Emendas;Secretaria de Estado do Esporte - SEES;26/2025-Emenda Esporte;Carlópolis - PR;Priorizar;Angélica Beatriz Previati
2136;18/02/2025;;Kit Fanfarra;1º Setor;;;Palmeira - PR;Priorizar;Angélica Beatriz Previati
2135;18/02/2025;;Veículo Onibus Adaptado;1º Setor;;26/2025-Solicitação Onibus Adaptado;Xambrê - PR;Priorizar;Angélica Beatriz Previati
2134;18/02/2025;;Mobiliário Escolar;1º Setor;;;Cambira - PR;Priorizar;Angélica Beatriz Previati
2133;18/02/2025;;Veículo Van Escolar;1º Setor;;;Cambira - PR;Priorizar;Angélica Beatriz Previati
2131;18/02/2025;;Veículo Onibus;1º Setor;;;Cambira - PR;Priorizar;Angélica Beatriz Previati
2130;12/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Porto Amazonas - PR;Atendido Marcar Entrega;Maria Fatima
2129;17/02/2025;;Equipamentos Cozinha Industrial;Emendas;outros;;Cambira - PR;Priorizar;"Felipe - "
2128;17/02/2025;;Reforma CMEI;Emendas;outros;;Cambira - PR;Priorizar;"Felipe - "
2127;17/02/2025;;Kit Fanfarra;Emendas - 2025;Secretaria de Estado da Cultura - SEEC;;Abatiá - PR;Priorizar;Maria Fatima
2126;25/02/2025;;Kit Fanfarra;1º Setor;Secretaria de Estado da Cultura - SEEC;25/2024-Kit Fanfarras;Mallet - PR;Priorizar;Maria Fatima
2125;14/02/2025;;Carreta do Conhecimento;1º Setor;Secretaria de Estado do Trabalho, Qualificação e Renda - SETR;;Arapongas - PR;Em andamento;Sylvana Zeballos
2124;13/02/2025;;Veículo;1º Setor;Secretaria de Estado das Cidades - SECID;;Tapejara - PR;Priorizar;Maria Fatima
2123;10/04/2024;;veículo;Educação e Cultura;Secretaria de Estado da Saúde - SESA;;Alto Paraná - PR;Priorizar;Maria Fatima
2122;13/02/2025;;Pavimentação Vila Rural;1º Setor;;3/2025-Ponte;Conselheiro Mairinck - PR;Priorizar;Angélica Beatriz Previati
2119;12/02/2025;;Ponte Concreto;1º Setor;;;Conselheiro Mairinck - PR;Priorizar;Angélica Beatriz Previati
2118;12/02/2025;;Parque de diversão infantil;Esporte e Lazer;;;Carlópolis - PR;Priorizar;Angélica Beatriz Previati
2117;12/02/2025;;Banco Social de Equipamentos e Aparelhos Ortopédicos;Saúde;;;Carlópolis - PR;Priorizar;Angélica Beatriz Previati
2115;12/02/2025;;Centro Poliesportivo;Esporte e Lazer;;;Carlópolis - PR;Priorizar;Angélica Beatriz Previati
2114;12/02/2025;;CastraPet;1º Setor;Secretaria de Estado do Desenvolvimento Sustentável - SEDEST;;Abatiá - PR;Em andamento;Angélica Beatriz Previati
2113;12/02/2025;;Pavimentação asfáltica - Rural;Agricultura;Secretaria de Estado da Agricultura - SEAB;;Andirá - PR;Priorizar;"Felipe - "
2112;12/02/2025;;Retroescavadeira;Agricultura;Secretaria de Estado da Agricultura - SEAB;;Andirá - PR;Priorizar;"Felipe - "
2111;12/02/2025;;Pavimentação asfáltica Urbana;Infraestrutura e Logística;Secretaria de Estado das Cidades - SECID;;Andirá - PR;Priorizar;"Felipe - "
2110;12/02/2025;;Kit Materiais Esportivos futebol;Emendas;Secretaria de Estado do Esporte - SEES;;Andirá - PR;Priorizar;"Felipe - "
2109;12/02/2025;;Veículo porte pequeno;Saúde;Secretaria de Estado da Saúde - SESA;;Andirá - PR;Priorizar;"Felipe - "
2108;12/02/2025;;Veículo Utilitário;Saúde;Secretaria de Estado da Saúde - SESA;;Andirá - PR;Priorizar;"Felipe - "
2107;12/02/2025;;Veículo Micro ônibus;Saúde;Secretaria de Estado da Saúde - SESA;;Andirá - PR;Priorizar;"Felipe - "
2106;12/02/2025;;Veículo Van;Saúde;Secretaria de Estado da Saúde - SESA;;Andirá - PR;Priorizar;"Felipe - "
2105;12/02/2025;;Construção CRAS;1º Setor;Secretaria de Estado do Desenvolvimento Social e Família - SEDEF;;Califórnia - PR;Em andamento;Angélica Beatriz Previati
2104;12/02/2025;;Materiais Terapêuticos;Emendas;;;Matinhos - PR;Priorizar;Maria Fatima
2103;11/02/2025;;Construção Escola APAE;1º Setor;Secretaria de Estado das Cidades - SECID;;Xambrê - PR;Priorizar;Maria Fatima
2102;11/02/2025;;Quadra Esportiva;Esporte e Lazer;Secretaria de Estado das Cidades - SECID;;Prado Ferreira - PR;Priorizar;"Felipe - "
2101;04/07/2024;;Escola Mais Equipada 2024;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Carlópolis - PR;Atendida;Maria Fatima
2099;10/02/2025;;Tricicclo Pintura  de Sinalização Viária;Infraestrutura e Logística;Secretaria de Estado das Cidades - SECID;;Arapongas - PR;Priorizar;"Felipe - "
2097;10/02/2025;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Curitiba - PR;Atendido Marcar Entrega;Maria Fatima
2095;20/10/2023;;Veículo  Van - Prioridade 109;1º Setor;Secretaria de Estado das Cidades - SECID;;Chopinzinho - PR;Atendida;Maria Fatima
2094;10/02/2025;;Trator Agrícola;Agricultura;Secretaria de Estado da Agricultura - SEAB;;Santana do Itararé - PR;Priorizar;Maria Fatima
2093;06/02/2025;;Veículo Van;1º Setor;Secretaria de Estado das Cidades - SECID;;Curitiba - PR;Priorizar;Maria Fatima
2091;06/02/2025;;Aquisição de Trator médio porte;1º Setor;Secretaria de Estado da Agricultura - SEAB;;São Jerônimo da Serra - PR;Priorizar;"Felipe - "
2090;06/02/2025;;Salas Sensoriais;1º Setor;;;Iguaraçu - PR;Em andamento;"Felipe - "
2089;06/02/2025;;Máquinas Agrícolas e Equipamentos;1º Setor;Secretaria de Estado da Agricultura - SEAB;;Pranchita - PR;Priorizar;"Felipe - "
2087;06/01/2024;;Veículo utilitário;1º Setor;Secretaria de Estado das Cidades - SECID;;Maringá - PR;Atendida;Maria Fatima
2086;06/01/2024;;Veículo;1º Setor;Secretaria de Estado das Cidades - SECID;;Guamiranga - PR;Priorizar;Maria Fatima
2085;29/02/2024;;Escola Mais Bonita 2025 - Janeiro;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Sabáudia - PR;Atendida;Maria Fatima
2084;05/02/2025;;Escola Mais Bonita 2025 - Janeiro;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;São João - PR;Atendida;Maria Fatima
2081;31/01/2025;;Escola Mais Bonita 2025 - Janeiro;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Santo Antônio da Platina - PR;Atendida;Maria Fatima
2080;31/01/2025;;Escola Mais Bonita 2025 - Janeiro;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Saudade do Iguaçu - PR;Atendida;Maria Fatima
2079;10/02/2022;;Conjunto Educatron;1º Setor;Secretaria de Estado da Educação - SEED;;;Atendida;Maria Fatima
2078;31/01/2025;;Escola Mais Bonita 2025 - Janeiro;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Chopinzinho - PR;Atendida;Maria Fatima
2077;11/12/2024;;Escola Mais Bonita 2025 - Janeiro;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Nova Londrina - PR;Arquivada;Maria Fatima
2075;31/01/2025;;Escola Mais Bonita 2025 - Janeiro;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Rio Bom - PR;Arquivada;Maria Fatima
2073;31/01/2025;;Escola Mais Bonita 2025 - Janeiro;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Arapongas - PR;Atendida;Maria Fatima
2072;31/01/2025;;Escola Mais Bonita 2025 - Janeiro;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Arapongas - PR;Atendida;Maria Fatima
2071;31/01/2025;;Escola Mais Bonita 2025 - Janeiro;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Arapongas - PR;Atendida;Maria Fatima
